"1508360194317","-12.86585426330570000000","-3.53658533096313000000","-2.68292689323425000000"
"1508360194317","-13.35365867614750000000","-3.53658533096313000000","-2.31707310676575000000"
"1508360194317","-13.41463470458980000000","-2.92682933807373000000","-3.29268288612366000000"
"1508360194364","-13.47560977935790000000","-2.56097555160522000000","-4.51219511032104000000"
"1508360194364","-13.53658580780030000000","-2.31707310676575000000","-5.60975599288940000000"
"1508360194364","-13.41463470458980000000","-2.37804889678955000000","-6.52439022064209000000"
"1508360194370","-13.29268360137940000000","-2.56097555160522000000","-7.25609779357910000000"
"1508360194370","-13.04878044128420000000","-3.04878044128418000000","-7.74390268325806000000"
"1508360194370","-12.86585426330570000000","-3.78048777580261000000","-8.10975646972656000000"
"1508360194425","-12.56097602844240000000","-4.51219511032104000000","-8.41463470458984000000"
"1508360194425","-12.25609779357910000000","-5.30487823486328000000","-8.47560977935791000000"
"1508360194425","-11.82926845550540000000","-5.97560977935791000000","-8.47560977935791000000"
"1508360194428","-11.40243911743160000000","-6.46341466903687000000","-8.35365867614746000000"
"1508360194428","-11.09756088256840000000","-6.64634180068970000000","-8.29268264770508000000"
"1508360194428","-10.73170757293700000000","-6.70731735229492000000","-8.47560977935791000000"
"1508360194459","-10.48780536651610000000","-6.76829290390015000000","-8.90243911743164000000"
"1508360194459","-10.36585426330570000000","-7.07317066192627000000","-9.45121955871582000000"
"1508360194459","-10.42682933807370000000","-7.74390268325806000000","-10.00000000000000000000"
"1508360194483","-10.48780536651610000000","-8.35365867614746000000","-10.54878044128420000000"
"1508360194483","-10.54878044128420000000","-9.26829242706299000000","-11.15853691101070000000"
"1508360194483","-10.48780536651610000000","-10.36585426330570000000","-12.25609779357910000000"
"1508360194515","-10.36585426330570000000","-11.28048801422120000000","-13.47560977935790000000"
"1508360194515","-10.00000000000000000000","-11.89024448394780000000","-14.69512271881100000000"
"1508360194515","-9.39024448394775000000","-12.43902492523190000000","-15.73170757293700000000"
"1508360194549","-8.90243911743164000000","-13.23170757293700000000","-16.95121955871580000000"
"1508360194549","-8.35365867614746000000","-14.08536624908450000000","-17.98780441284180000000"
"1508360194549","-8.53658580780029000000","-15.42682933807370000000","-19.08536720275880000000"
"1508360194572","-9.45121955871582000000","-16.89024353027340000000","-20.30487823486330000000"
"1508360194572","-9.57317066192627000000","-17.62195205688480000000","-21.58536720275880000000"
"1508360194572","-10.30487823486330000000","-17.86585426330570000000","-23.10975646972660000000"
"1508360194606","-11.76829338073730000000","-17.98780441284180000000","-24.87804985046390000000"
"1508360194606","-13.35365867614750000000","-18.53658485412600000000","-26.76829338073730000000"
"1508360194606","-14.69512271881100000000","-19.69512176513670000000","-28.71951293945310000000"
"1508360194639","-16.15853691101070000000","-21.03658676147460000000","-30.73170852661130000000"
"1508360194639","-17.50000000000000000000","-21.95121955871580000000","-32.86585617065430000000"
"1508360194639","-18.47561073303220000000","-22.13414764404300000000","-35.06097793579100000000"
"1508360194662","-19.02439117431640000000","-21.76829338073730000000","-37.31707382202150000000"
"1508360194662","-19.39024353027340000000","-21.40243911743160000000","-39.63414764404300000000"
"1508360194662","-19.63414764404300000000","-21.21951293945310000000","-42.25609970092770000000"
"1508360194695","-19.81707382202150000000","-21.03658676147460000000","-45.06097793579100000000"
"1508360194695","-19.69512176513670000000","-20.85365867614750000000","-48.04878234863280000000"
"1508360194695","-19.63414764404300000000","-20.36585426330570000000","-51.09756088256840000000"
"1508360194729","-19.81707382202150000000","-19.20731735229490000000","-53.96341705322270000000"
"1508360194729","-20.30487823486330000000","-17.92683029174800000000","-56.58536529541020000000"
"1508360194729","-20.91463470458980000000","-17.01219558715820000000","-58.96341705322270000000"
"1508360194763","-21.89024353027340000000","-16.82926940917970000000","-61.28049087524410000000"
"1508360194763","-23.17073249816890000000","-17.13414764404300000000","-63.84146499633790000000"
"1508360194763","-24.45121955871580000000","-18.04878044128420000000","-66.40244293212890000000"
"1508360194785","-25.67073249816890000000","-19.26829338073730000000","-69.14633941650390000000"
"1508360194785","-26.95121955871580000000","-20.54878044128420000000","-71.82926940917970000000"
"1508360194785","-28.35365867614750000000","-21.82926940917970000000","-74.51219940185550000000"
"1508360194819","-29.69512176513670000000","-22.98780632019040000000","-77.07317352294920000000"
"1508360194819","-30.60975646972660000000","-24.02439117431640000000","-79.51219940185550000000"
"1508360194819","-31.46341514587400000000","-25.30487823486330000000","-81.58536529541020000000"
"1508360194853","-32.31707382202150000000","-26.46341514587400000000","-83.35366058349610000000"
"1508360194853","-33.35366058349610000000","-27.62195205688480000000","-85.18292999267580000000"
"1508360194853","-34.81707382202150000000","-28.71951293945310000000","-87.07317352294920000000"
"1508360194876","-37.01219558715820000000","-30.00000000000000000000","-89.57317352294920000000"
"1508360194876","-39.63414764404300000000","-32.92683029174800000000","-92.43902587890620000000"
"1508360194876","-42.92683029174800000000","-38.41463470458980000000","-94.81707763671880000000"
"1508360194909","-46.34146499633790000000","-45.00000000000000000000","-96.58536529541020000000"
"1508360194909","-49.93902587890620000000","-50.79268264770510000000","-97.98780822753910000000"
"1508360194909","-53.78049087524410000000","-56.76829528808590000000","-98.78048706054690000000"
"1508360194943","-57.62195205688480000000","-61.89024353027340000000","-98.35366058349610000000"
"1508360194943","-60.85366058349610000000","-66.21951293945310000000","-96.58536529541020000000"
"1508360194943","-63.29268264770510000000","-71.21951293945310000000","-94.20732116699220000000"
"1508360194976","-64.32926940917970000000","-76.34146881103520000000","-91.52439117431640000000"
"1508360194976","-64.51219940185550000000","-80.18292999267580000000","-89.75609588623050000000"
"1508360194976","-63.84146499633790000000","-81.21951293945310000000","-88.41463470458980000000"
"1508360194999","-62.80487823486330000000","-80.18292999267580000000","-86.76829528808590000000"
"1508360194999","-61.70731735229490000000","-77.80487823486330000000","-85.36585235595700000000"
"1508360194999","-60.24390411376950000000","-73.90244293212890000000","-83.84146881103520000000"
"1508360195033","-58.65853881835940000000","-69.02439117431640000000","-82.19512176513670000000"
"1508360195033","-57.07317352294920000000","-64.75609588623050000000","-80.30487823486330000000"
"1508360195033","-55.67073440551760000000","-61.89024353027340000000","-78.23171234130860000000"
"1508360195067","-54.32926940917970000000","-61.28049087524410000000","-76.28048706054690000000"
"1508360195067","-53.41463470458980000000","-63.17073440551760000000","-74.02439117431640000000"
"1508360195067","-52.86585617065430000000","-66.28048706054690000000","-71.64633941650390000000"
"1508360195089","-52.68292617797850000000","-69.69512176513670000000","-69.39024353027340000000"
"1508360195089","-52.98780441284180000000","-71.82926940917970000000","-67.07317352294920000000"
"1508360195089","-52.80487823486330000000","-71.76829528808590000000","-64.14633941650390000000"
"1508360195123","-53.53658676147460000000","-72.31707763671880000000","-61.89024353027340000000"
"1508360195123","-54.51219558715820000000","-71.95121765136720000000","-59.20731735229490000000"
"1508360195123","-55.67073440551760000000","-69.93902587890620000000","-56.40243911743160000000"
"1508360195158","-56.34146499633790000000","-67.37805175781250000000","-53.65853881835940000000"
"1508360195158","-56.21951293945310000000","-64.75609588623050000000","-50.60975646972660000000"
"1508360195158","-55.73170852661130000000","-62.25609970092770000000","-47.56097793579100000000"
"1508360195180","-54.51219558715820000000","-59.63414764404300000000","-44.32926940917970000000"
"1508360195180","-52.80487823486330000000","-56.82926940917970000000","-41.21951293945310000000"
"1508360195180","-50.73170852661130000000","-54.08536529541020000000","-38.17073440551760000000"
"1508360195214","-48.53658676147460000000","-51.09756088256840000000","-34.81707382202150000000"
"1508360195214","-46.03658676147460000000","-48.41463470458980000000","-31.28048896789550000000"
"1508360195214","-43.29268264770510000000","-46.03658676147460000000","-27.50000000000000000000"
